,Ministério da Educação,,,,,,,,,,,,,,,,,,,
,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Taxa de Distorção Idade-Série - Brasil, Regiões Geográficas e Unidades da Federação - 2024",,,,,,,,,,,,,,,,,,,,
"Taxa de Distorção Idade-Série por Localização e Dependência Administrativa, nos Níveis de Ensino Fundamental e Médio - Brasil, Regiões Geográficas e Unidades da Federação - 2024",,,,,,,,,,,,,,,,,,,,
Ano,Unidade Geográfica,Localização,Dependência Administrativa,Ensino Fundamental ,,,,,,,,,,,,Ensino Médio,,,,
,,,,Total,Anos Iniciais,Anos Finais,1º Ano,2º Ano,3º Ano,4º Ano,5º Ano,6º Ano,7º Ano,8º Ano,9º Ano,Total , 1ª Série, 2ª Série, 3ª Série, 4ª Série
,,,,,,,,,,,,,,,,,,,,
NU_ANO_CENSO,UNIDGEO,NO_CATEGORIA,NO_DEPENDENCIA,FUN_CAT_0,FUN_AI_CAT_0,FUN_AF_CAT_0,FUN_01_CAT_0,FUN_02_CAT_0,FUN_03_CAT_0,FUN_04_CAT_0,FUN_05_CAT_0,FUN_06_CAT_0,FUN_07_CAT_0,FUN_08_CAT_0,FUN_09_CAT_0,MED_CAT_0,MED_01_CAT_0,MED_02_CAT_0,MED_03_CAT_0,MED_04_CAT_0
2024,Rondônia,Urbana,Federal,--,--,--,--,--,--,--,--,--,--,--,--,8.2,7.6,7.4,9.9,--
2024,Rondônia,Rural,Federal,--,--,--,--,--,--,--,--,--,--,--,--,9.5,8.4,7.3,14.1,--
2024,Rondônia,Total,Estadual,13.0,9.2,13.4,2.3,4.6,8.6,14.7,11.9,11.3,12.6,13.9,15.6,16.4,21.4,14.3,12.2,--
2024,Rondônia,Urbana,Estadual,11.5,4.9,12.2,1.0,3.4,5.9,6.8,5.9,10.1,11.3,12.6,14.4,15.7,20.8,13.6,11.2,--
2024,Rondônia,Rural,Estadual,35.8,32.1,37.4,9.5,11.4,23.4,43.8,65.0,32.9,36.2,39.4,40.7,36.1,37.7,32.8,38.3,--
2024,Rondônia,Total,Municipal,7.6,6.4,16.0,1.4,4.9,8.5,9.5,9.0,15.7,15.1,16.5,17.0,--,--,--,--,--
2024,Rondônia,Urbana,Municipal,6.5,6.1,13.4,1.4,4.8,8.3,8.9,8.4,13.9,13.6,11.5,13.9,--,--,--,--,--
2024,Rondônia,Rural,Municipal,10.9,7.6,17.5,1.4,5.2,9.2,12.1,11.8,17.3,16.1,18.6,18.0,--,--,--,--,--
2024,Rondônia,Total,Privada,1.8,1.3,2.4,0.5,1.2,1.6,2.1,1.5,1.8,2.2,3.0,2.7,5.3,6.1,5.1,3.7,13.6
2024,Rondônia,Urbana,Privada,1.7,1.4,2.3,0.5,1.2,1.6,2.1,1.5,1.7,2.0,2.8,2.7,4.1,5.1,3.8,2.9,--
2024,Rondônia,Rural,Privada,2.3,0.7,3.8,0.0,0.0,0.7,1.4,1.3,2.2,4.0,5.6,3.1,10.7,11.0,10.9,8.5,13.6
2024,Rondônia,Total,Pública,10.0,6.7,13.8,1.4,4.9,8.5,10.1,9.4,12.1,13.0,14.2,15.8,15.9,20.5,13.8,12.1,--
2024,Rondônia,Urbana,Pública,9.0,6.0,12.3,1.3,4.7,8.1,8.6,8.0,10.5,11.5,12.6,14.4,15.3,20.0,13.3,11.1,--
2024,Rondônia,Rural,Pública,15.4,9.8,23.9,1.9,5.6,10.4,16.5,16.4,22.3,22.5,25.4,25.5,27.5,28.1,24.7,30.4,--
2024,Acre,Total,Total,20.1,15.7,26.0,5.1,13.0,17.9,19.8,21.9,26.3,24.9,25.9,27.1,25.0,27.7,24.6,21.6,--
2024,Acre,Urbana,Total,13.6,10.9,17.1,3.0,8.7,12.8,14.1,15.6,18.2,15.9,16.5,18.1,19.2,21.9,18.8,15.9,--
2024,Acre,Rural,Total,33.8,25.6,44.6,9.6,21.6,28.8,32.0,35.0,42.1,43.3,46.1,47.9,44.2,45.7,43.5,42.6,--
2024,Acre,Total,Federal,8.7,2.5,12.8,0.0,0.0,0.0,4.2,8.0,2.0,21.7,14.3,19.0,10.2,10.5,9.6,10.7,--
2024,Acre,Urbana,Federal,8.7,2.5,12.8,0.0,0.0,0.0,4.2,8.0,2.0,21.7,14.3,19.0,10.4,11.7,9.6,9.7,--
2024,Acre,Rural,Federal,--,--,--,--,--,--,--,--,--,--,--,--,9.7,7.4,9.5,13.7,--
2024,Acre,Total,Estadual,21.7,15.7,25.4,6.1,13.5,17.4,18.9,21.4,25.9,24.2,25.5,26.3,27.2,30.0,27.1,23.4,--
2024,Acre,Urbana,Estadual,14.4,10.0,17.3,2.6,8.4,11.2,13.2,13.9,18.3,16.1,16.7,18.0,21.0,23.9,20.7,17.3,--
2024,Acre,Rural,Estadual,39.8,31.0,44.9,16.2,26.1,34.3,34.7,40.9,42.9,43.2,46.6,47.8,46.4,48.0,45.8,44.3,--
2024,Acre,Total,Municipal,20.2,17.0,39.3,4.9,13.9,19.7,22.3,24.1,37.4,37.6,39.7,44.2,--,--,--,--,--
